category,brand,name,url,image_url,volume,net_weight,scraped_date
parfum,Cartier,La Panthère,https://www.extime.com/fr/paris/product/la-panthere-100863397,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_4975a827e63eb47f2f5b78852879f867_4975a82.JPEG&w=828&q=100,,,2025-03-20 12:05:06
parfum,Lancôme,Trésor Midnight Rose,https://www.extime.com/fr/paris/product/tresor-midnight-rose-100861400,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_2af9a64ed03363af2c5c3ae9a63ec981_2af9a64.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Nino Cerruti,Cerruti 1881 Pour Femme,https://www.extime.com/fr/paris/product/cerruti-1881-pour-femme-100879437,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_140fed6ff56c0142923b5e6428bab4c6_140fed6.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Azzaro,Azzaro Sport,https://www.extime.com/fr/paris/product/azzaro-sport-100879326,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_8c380c8adcf11668f9077897df3b0e17_8c380c8.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,DIOR,J'adore,https://www.extime.com/fr/paris/product/jadore-100907621,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_2771b7d7cabbc49fb4fc4a009332d2ae_2771b7d.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Calvin Klein,One,https://www.extime.com/fr/paris/product/one-100878322,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_65ea54e674fe0c23166e2f870218886f_65ea54e.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Hugo Boss,Dark Blue Pour Homme,https://www.extime.com/fr/paris/product/dark-blue-pour-homme-83941895,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_b01b5626c95165841f2e7bb3d8d7c3b7_b01b562.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,DIOR,J'adore L'or,https://www.extime.com/fr/paris/product/jadore-lor-83941649,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_201be39e827a8c3f2cf04105421e05d7_201be39.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,DIOR,"Miss Dior Parfum Notes Fleuries, Fruitées Et Boisées Intenses",https://www.extime.com/fr/paris/product/miss-dior-parfum-notes-fleuries-fruitees-et-boisees-intenses-100861850,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_540eeb4edd273d88b5ede324083d32f5_540eeb4.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,DIOR,Sauvage Elixir,https://www.extime.com/fr/paris/product/sauvage-elixir-100861880,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_80f16dc4bdcbf14f59abf4de84e9ae18_80f16dc.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Antonio Banderas,The Icon Masculine,https://www.extime.com/fr/paris/product/the-icon-masculine-100861591,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_5e5b8df5e3fc503946ce7e18b5098520_5e5b8df.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Paco Rabanne,Paco,https://www.extime.com/fr/paris/product/paco-100923796,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_74b56c1d03483a189d19281b971b796c_74b56c1.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,DIOR,J'adore,https://www.extime.com/fr/paris/product/jadore-83941902,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_2c62bc9ee60e217c0c5d9040fe8fcf2e_2c62bc9.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Cacharel,Amor Amor,https://www.extime.com/fr/paris/product/amor-amor-100845355,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_2dd50b603db6fcf20b93156aba34c111_2dd50b6.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,YSL,MYSLF,https://www.extime.com/fr/paris/product/myslf-100861920,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_a227337507ad9ffca6702c3a7adc590a_a227337.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,DIOR,"Miss Dior Parfum Notes Fleuries, Fruitées Et Boisées Intenses",https://www.extime.com/fr/paris/product/miss-dior-parfum-notes-fleuries-fruitees-et-boisees-intenses-100861565,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_5f81d38d63cb315cc504d4db352f965e_5f81d38.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Calvin Klein,One,https://www.extime.com/fr/paris/product/one-83941828,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_6b03514caf70e127fc223d4141d740db_6b03514.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Calvin Klein,In2u Pour Femme,https://www.extime.com/fr/paris/product/in2u-pour-femme-100861697,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_99312d0348294d96c1d6dc662e06a1fe_99312d0.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,DIOR,Miss Dior,https://www.extime.com/fr/paris/product/miss-dior-100907157,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_83b6cff27ae8295b384b5f7540643eb9_83b6cff.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,DIOR,Sauvage - Notes hespéridées et boisées - Flacon rechargeable,https://www.extime.com/fr/paris/product/sauvage-notes-hesperidees-et-boisees-flacon-rechargeable-100845591,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_138a2c2f4fbddc4d52988ca9d5b61534_138a2c2.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,HERMÈS,Terre d'Hermès,https://www.extime.com/fr/paris/product/terre-dhermes-100845650,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_9c73a7f003cba06a950721c604b7dd5a_9c73a7f.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Hugo Boss,Femme,https://www.extime.com/fr/paris/product/femme-100861869,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_dd36964726b6bb55b5eea857c069e80f_dd36964.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,DIOR,Miss Dior,https://www.extime.com/fr/paris/product/miss-dior-100879263,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_80289075094970b8f7643274e8315062_8028907.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Dolce & Gabbana,L'Imperatrice,https://www.extime.com/fr/paris/product/limperatrice-100878227,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_83244aba43eb29fb8256f69f427a003b_83244ab.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Lancôme,La Vie Est Belle,https://www.extime.com/fr/paris/product/la-vie-est-belle-vaporisateur-de-sac-83932499,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_b37407cbcddf4fe4f3f3465bb624dff5_b37407c.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,YSL,Libre,https://www.extime.com/fr/paris/product/libre-100923809,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_579ff8f6254e797d8f08cc97aa2499ab_579ff8f.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Guerlain,Forte Flora Bloom,https://www.extime.com/fr/paris/product/forte-flora-bloom-92485854,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_ec7f8be4e43a4abe0c65bd91184efaec_ec7f8be.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,HERMÈS,Terre d'Hermès,https://www.extime.com/fr/paris/product/hermes-terre-dhermes-eau-de-toilette-vaporisateur-100-ml-83937917,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_469727518eea2d9da729618bdec3ae38_4697275.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Cacharel,Noa,https://www.extime.com/fr/paris/product/noa-100790490,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_342d4a4f205950b796c60b7dc917fb43_342d4a4.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,DIOR,Dior Homme Intense,https://www.extime.com/fr/paris/product/dior-homme-intense-100877998,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_c1d162e2bfe6c415f8fdb2bc1eb1e766_c1d162e.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,YSL,MYSLF,https://www.extime.com/fr/paris/product/myslf-100861648,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_d5c513baeefde37200d7c471c9f7d886_d5c513b.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,DIOR,Miss Dior Blooming Bouquet,https://www.extime.com/fr/paris/product/miss-dior-blooming-bouquet-100845632,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_e4c33e5f2fd74b39923a00b3dad7766d_e4c33e5.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,HERMÈS,Terre d'Hermès,https://www.extime.com/fr/paris/product/terre-dhermes-100923811,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_97bbdfebf149815636716692b320b5f1_97bbdfe.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,DIOR,Sauvage,https://www.extime.com/fr/paris/product/sauvage-83932986,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_0afa8d0489bae273e6f0c455f0e0a2a0_0afa8d0.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Lancôme,Coffret La Vie Est Belle édition De Voyage,https://www.extime.com/fr/paris/product/coffret-la-vie-est-belle-edition-de-voyage-83932030,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_31dc9564ac031c30bd51ce4275bcd007_31dc956.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Givenchy,L'interdit Rouge Ultime,https://www.extime.com/fr/paris/product/linterdit-rouge-ultime-100861859,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_19d026a504a41c119a0a109654e69fc2_19d026a.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Davidoff Cosmetics,Cool Water,https://www.extime.com/fr/paris/product/cool-water-100908229,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_21a59d596b983134fa6f0ecec9eea09d_21a59d5.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Azzaro,Azzaro Pour Homme,https://www.extime.com/fr/paris/product/azzaro-pour-homme-100907132,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_683d6a8e7c604bf1e7f20d6cfa1ab979_683d6a8.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,YSL,Coffret Libre,https://www.extime.com/fr/paris/product/coffret-libre-100923727,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_d417eb70ddef1d9d0b135c0794125c9d_d417eb7.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Givenchy,L'interdit,https://www.extime.com/fr/paris/product/linterdit-100861839,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_e3439eeb912958949a469a046a128ce4_e3439ee.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,YSL,Libre Intense,https://www.extime.com/fr/paris/product/libre-intense-100845287,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_8fddbdaff7d8a04657c72bb1373322e1_8fddbda.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Calvin Klein,Free Pour Homme,https://www.extime.com/fr/paris/product/free-pour-homme-100878218,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_c2ef340854efe20a3e7d9d5a777df35e_c2ef340.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Lancôme,La Vie Est Belle,https://www.extime.com/fr/paris/product/la-vie-est-belle-100844456,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_c2bd79277804e1c9ffb1939433b5dfa9_c2bd792.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Versace,Versace Blue Jeans,https://www.extime.com/fr/paris/product/versace-blue-jeans-83941825,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_9ebb7ba04965a3844c8be98260a0d39a_9ebb7ba.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Karl Lagerfeld,Karl Lagerfeld Fleur De Pecher,https://www.extime.com/fr/paris/product/karl-lagerfeld-fleur-de-pecher-100923741,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_9703d9a69377e3629f719b2f65b15032_9703d9a.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,YSL,Kouros,https://www.extime.com/fr/paris/product/kouros-100906597,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_69dc935c89cee351deb2da80478a9e66_69dc935.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Karl Lagerfeld,Karl Lagarfeld Paris,https://www.extime.com/fr/paris/product/karl-lagarfeld-paris-100845603,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_7bddf9c7ebbf7cf0e45df062591f5bca_7bddf9c.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,GIORGIO ARMANI,Emporio Armani Stronger With You Intensely,https://www.extime.com/fr/paris/product/emporio-armani-stronger-with-you-intensely-100907575,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_ad1560a257c19622dc65c57833c17428_ad1560a.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Cartier,La Panthère,https://www.extime.com/fr/paris/product/la-panthere-100863397,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_4975a827e63eb47f2f5b78852879f867_4975a82.JPEG&w=828&q=100,,,2025-03-20 12:05:11
parfum,Lancôme,Trésor Midnight Rose,https://www.extime.com/fr/paris/product/tresor-midnight-rose-100861400,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_2af9a64ed03363af2c5c3ae9a63ec981_2af9a64.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,Nino Cerruti,Cerruti 1881 Pour Femme,https://www.extime.com/fr/paris/product/cerruti-1881-pour-femme-100879437,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_140fed6ff56c0142923b5e6428bab4c6_140fed6.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,Azzaro,Azzaro Sport,https://www.extime.com/fr/paris/product/azzaro-sport-100879326,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_8c380c8adcf11668f9077897df3b0e17_8c380c8.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,DIOR,J'adore,https://www.extime.com/fr/paris/product/jadore-100907621,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_2771b7d7cabbc49fb4fc4a009332d2ae_2771b7d.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,Calvin Klein,One,https://www.extime.com/fr/paris/product/one-100878322,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_65ea54e674fe0c23166e2f870218886f_65ea54e.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,Hugo Boss,Dark Blue Pour Homme,https://www.extime.com/fr/paris/product/dark-blue-pour-homme-83941895,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_b01b5626c95165841f2e7bb3d8d7c3b7_b01b562.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,DIOR,J'adore L'or,https://www.extime.com/fr/paris/product/jadore-lor-83941649,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_201be39e827a8c3f2cf04105421e05d7_201be39.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,DIOR,"Miss Dior Parfum Notes Fleuries, Fruitées Et Boisées Intenses",https://www.extime.com/fr/paris/product/miss-dior-parfum-notes-fleuries-fruitees-et-boisees-intenses-100861850,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_540eeb4edd273d88b5ede324083d32f5_540eeb4.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,DIOR,Sauvage Elixir,https://www.extime.com/fr/paris/product/sauvage-elixir-100861880,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_80f16dc4bdcbf14f59abf4de84e9ae18_80f16dc.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,Antonio Banderas,The Icon Masculine,https://www.extime.com/fr/paris/product/the-icon-masculine-100861591,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_5e5b8df5e3fc503946ce7e18b5098520_5e5b8df.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,Paco Rabanne,Paco,https://www.extime.com/fr/paris/product/paco-100923796,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_74b56c1d03483a189d19281b971b796c_74b56c1.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,DIOR,J'adore,https://www.extime.com/fr/paris/product/jadore-83941902,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_2c62bc9ee60e217c0c5d9040fe8fcf2e_2c62bc9.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,Cacharel,Amor Amor,https://www.extime.com/fr/paris/product/amor-amor-100845355,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_2dd50b603db6fcf20b93156aba34c111_2dd50b6.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,YSL,MYSLF,https://www.extime.com/fr/paris/product/myslf-100861920,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_a227337507ad9ffca6702c3a7adc590a_a227337.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,DIOR,"Miss Dior Parfum Notes Fleuries, Fruitées Et Boisées Intenses",https://www.extime.com/fr/paris/product/miss-dior-parfum-notes-fleuries-fruitees-et-boisees-intenses-100861565,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_5f81d38d63cb315cc504d4db352f965e_5f81d38.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,Calvin Klein,One,https://www.extime.com/fr/paris/product/one-83941828,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_6b03514caf70e127fc223d4141d740db_6b03514.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,Calvin Klein,In2u Pour Femme,https://www.extime.com/fr/paris/product/in2u-pour-femme-100861697,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_99312d0348294d96c1d6dc662e06a1fe_99312d0.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,DIOR,Miss Dior,https://www.extime.com/fr/paris/product/miss-dior-100907157,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_83b6cff27ae8295b384b5f7540643eb9_83b6cff.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,DIOR,Sauvage - Notes hespéridées et boisées - Flacon rechargeable,https://www.extime.com/fr/paris/product/sauvage-notes-hesperidees-et-boisees-flacon-rechargeable-100845591,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_138a2c2f4fbddc4d52988ca9d5b61534_138a2c2.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,HERMÈS,Terre d'Hermès,https://www.extime.com/fr/paris/product/terre-dhermes-100845650,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_9c73a7f003cba06a950721c604b7dd5a_9c73a7f.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,Hugo Boss,Femme,https://www.extime.com/fr/paris/product/femme-100861869,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_dd36964726b6bb55b5eea857c069e80f_dd36964.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,DIOR,Miss Dior,https://www.extime.com/fr/paris/product/miss-dior-100879263,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_80289075094970b8f7643274e8315062_8028907.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,Dolce & Gabbana,L'Imperatrice,https://www.extime.com/fr/paris/product/limperatrice-100878227,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_83244aba43eb29fb8256f69f427a003b_83244ab.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,Lancôme,La Vie Est Belle,https://www.extime.com/fr/paris/product/la-vie-est-belle-vaporisateur-de-sac-83932499,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_b37407cbcddf4fe4f3f3465bb624dff5_b37407c.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,YSL,Libre,https://www.extime.com/fr/paris/product/libre-100923809,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_579ff8f6254e797d8f08cc97aa2499ab_579ff8f.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,Guerlain,Forte Flora Bloom,https://www.extime.com/fr/paris/product/forte-flora-bloom-92485854,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_ec7f8be4e43a4abe0c65bd91184efaec_ec7f8be.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,HERMÈS,Terre d'Hermès,https://www.extime.com/fr/paris/product/hermes-terre-dhermes-eau-de-toilette-vaporisateur-100-ml-83937917,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_469727518eea2d9da729618bdec3ae38_4697275.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,Cacharel,Noa,https://www.extime.com/fr/paris/product/noa-100790490,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_342d4a4f205950b796c60b7dc917fb43_342d4a4.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,DIOR,Dior Homme Intense,https://www.extime.com/fr/paris/product/dior-homme-intense-100877998,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_c1d162e2bfe6c415f8fdb2bc1eb1e766_c1d162e.JPEG&w=828&q=100,,,2025-03-20 12:05:15
parfum,YSL,MYSLF,https://www.extime.com/fr/paris/product/myslf-100861648,/_next/image?url=https%3A%2F%2Fd1kvfoyrif6wzg.cloudfront.net%2Fassets%2Fimages%2F655%2F60238%2Fnone_d5c513baeefde37200d7c471c9f7d886_d5c513b.JPEG&w=828&q=100,,,2025-03-20 12:05:15
